file;cat1;cat2;cat3;id;caption;frames
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_hit_front;mcat hit front;30
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_hit_front_left;mcat hit front left;30
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_hit_front_right;mcat hit front right;30
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_hit_heavy_back;mcat hit heavy back;70
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_hit_heavy_front;mcat hit heavy front;45
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_hit_heavy_left;mcat hit heavy left;52
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_hit_heavy_right;mcat hit heavy right;52
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_hit_left;mcat hit left;30
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_hit_right;mcat hit right;30
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_idle;mcat idle;90
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_idle_to_crouch;mcat idle to crouch;35
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_igni_death;mcat igni death;88
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_igni_loop;mcat igni loop;113
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_igni_start;mcat igni start;8
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_igni_stop;mcat igni stop;47
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_knockdown_loop;mcat knockdown loop;90
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_knockdown_start;mcat knockdown start;65
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_knockdown_stop;mcat knockdown stop;14
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_quest_trapped_relax;mcat quest trapped relax;90
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_quest_trapped_scared;mcat quest trapped scared;70
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_quest_trapped_scared02;mcat quest trapped scared02;82
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_quest_trapped_transition;mcat quest trapped transition;60
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_run_forward;mcat run forward;13
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_run_to_walk;mcat run to walk;25
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_run_turn_left;mcat run turn left;12
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_run_turn_left_short;mcat run turn left short;15
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_run_turn_right;mcat run turn right;12
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_run_turn_right_short;mcat run turn right short;15
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_spawn;mcat spawn;42
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_stagger;mcat stagger;45
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_start_walk_135_left;mcat start walk 135 left;41
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_start_walk_135_right;mcat start walk 135 right;41
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_start_walk_90_left;mcat start walk 90 left;35
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_start_walk_90_right;mcat start walk 90 right;35
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_start_walk_back;mcat start walk back;52
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_start_walk_forward;mcat start walk forward;25
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_start_walk_left_45;mcat start walk left 45;25
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_start_walk_right_45;mcat start walk right 45;25
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_taunt_left;mcat taunt left;148
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_taunt_right;mcat taunt right;100
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_walk_forward;mcat walk forward;40
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_walk_to_crouch;mcat walk to crouch;30
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_walk_to_idle;mcat walk to idle;38
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_walk_to_run;mcat walk to run;28
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_walk_turn_left;mcat walk turn left;40
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_walk_turn_right;mcat walk turn right;40
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_wander_eating_loop;mcat wander eating loop;260
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_wander_eating_start;mcat wander eating start;110
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_wander_eating_stop;mcat wander eating stop;65
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_wander_lying_loop;mcat wander lying loop;90
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_wander_lying_start;mcat wander lying start;50
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_wander_lying_stop;mcat wander lying stop;65
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_wander_playing_head;mcat wander playing head;320
dlc\bob\data\animations\animations\animals\panther\panther_animation.w2anims;bob-animals;panther;;mcat_wander_sleeping_loop;mcat wander sleeping loop;60
dlc\bob\data\animations\animations\animals\peacock\peacock_animation.w2anims;bob-animals;peacock;;death;death;35
dlc\bob\data\animations\animations\animals\peacock\peacock_animation.w2anims;bob-animals;peacock;;eating_loop;eating loop;305
dlc\bob\data\animations\animations\animals\peacock\peacock_animation.w2anims;bob-animals;peacock;;idle02;idle02;348
dlc\bob\data\animations\animations\animals\peacock\peacock_animation.w2anims;bob-animals;peacock;;idle04;idle04;348
dlc\bob\data\animations\animations\animals\peacock\peacock_animation.w2anims;bob-animals;peacock;;idle05;idle05;348
dlc\bob\data\animations\animations\animals\peacock\peacock_animation.w2anims;bob-animals;peacock;;lying_end;lying end;50
dlc\bob\data\animations\animations\animals\peacock\peacock_animation.w2anims;bob-animals;peacock;;lying_loop;lying loop;187
dlc\bob\data\animations\animations\animals\peacock\peacock_animation.w2anims;bob-animals;peacock;;lying_start;lying start;63
dlc\bob\data\animations\animations\animals\peacock\peacock_animation.w2anims;bob-animals;peacock;;tail_loop;tail loop;398
dlc\bob\data\animations\animations\animals\peacock\peacock_animation.w2anims;bob-animals;peacock;;tail_start;tail start;95
dlc\bob\data\animations\animations\animals\peacock\peacock_animation.w2anims;bob-animals;peacock;;tail_stop;tail stop;97
dlc\bob\data\animations\animations\animals\peacock\peacock_animation.w2anims;bob-animals;peacock;;walk;walk;160
dlc\bob\data\animations\animations\animals\peacock\peacock_animation.w2anims;bob-animals;peacock;;walk_left;walk left;40
dlc\bob\data\animations\animations\animals\peacock\peacock_animation.w2anims;bob-animals;peacock;;walk_right;walk right;40
dlc\bob\data\animations\animations\animals\pheasant\pheasant_animation.w2anims;bob-animals;pheasant;;eating_loop;eating loop;284
dlc\bob\data\animations\animations\animals\pheasant\pheasant_animation.w2anims;bob-animals;pheasant;;eating_stop;eating stop;28
dlc\bob\data\animations\animations\animals\pheasant\pheasant_animation.w2anims;bob-animals;pheasant;;idle01;idle01;250
dlc\bob\data\animations\animations\animals\pheasant\pheasant_animation.w2anims;bob-animals;pheasant;;idle02;idle02;135
dlc\bob\data\animations\animations\animals\pheasant\pheasant_animation.w2anims;bob-animals;pheasant;;idle04;idle04;135
dlc\bob\data\animations\animations\animals\pheasant\pheasant_animation.w2anims;bob-animals;pheasant;;idle05;idle05;250
dlc\bob\data\animations\animations\animals\pheasant\pheasant_animation.w2anims;bob-animals;pheasant;;run_jump;run jump;46
dlc\bob\data\animations\animations\animals\pheasant\pheasant_animation.w2anims;bob-animals;pheasant;;walk;walk;159
dlc\bob\data\animations\animations\animals\pheasant\pheasant_animation.w2anims;bob-animals;pheasant;;walk_left;walk left;38
dlc\bob\data\animations\animations\animals\pheasant\pheasant_animation.w2anims;bob-animals;pheasant;;walk_right;walk right;38
dlc\bob\data\animations\animations\background_crowd\crowd15_animation.w2anims;bob-background crowd;;;crowd_cheer_01;crowd cheer 01;1500
dlc\bob\data\animations\animations\background_crowd\crowd15_animation.w2anims;bob-background crowd;;;crowd_cheer_01_02;crowd cheer 01 02;1500
dlc\bob\data\animations\animations\background_crowd\crowd15_animation.w2anims;bob-background crowd;;;crowd_cheer_01_03;crowd cheer 01 03;1500
dlc\bob\data\animations\animations\background_crowd\crowd15_animation.w2anims;bob-background crowd;;;crowd_cheer_02;crowd cheer 02;700
dlc\bob\data\animations\animations\background_crowd\crowd15_animation.w2anims;bob-background crowd;;;crowd_cheer_02_02;crowd cheer 02 02;700
dlc\bob\data\animations\animations\background_crowd\crowd15_animation.w2anims;bob-background crowd;;;crowd_cheer_02_03;crowd cheer 02 03;700
dlc\bob\data\animations\animations\child\quest\child_quest.w2anims;bob-child;quest;;q704_child_hiding_below_cart_end;q704 child hiding below cart end;160
dlc\bob\data\animations\animations\child\quest\child_quest.w2anims;bob-child;quest;;q704_child_hiding_below_cart_loop;q704 child hiding below cart loop;329
dlc\bob\data\animations\animations\child\quest\child_quest.w2anims;bob-child;quest;;q704_child_hiding_below_cart_start;q704 child hiding below cart start;226
dlc\bob\data\animations\animations\child\quest\child_quest.w2anims;bob-child;quest;;q704_child_walking_with_doll_scared;q704 child walking with doll scared;370
dlc\bob\data\animations\animations\child\dialogs\ep2_match_girl.w2anims;bob-child;quest;;q704_fairytale_matchgirl_standing_gesture_point_at_merchandise;q704 fairytale matchgirl standing gesture point at merchandise;121
dlc\bob\data\animations\animations\child\dialogs\ep2_match_girl.w2anims;bob-child;quest;;q704_fairytale_matchgirl_standing_gesture_wave_off;q704 fairytale matchgirl standing gesture wave off;114
dlc\bob\data\animations\animations\child\dialogs\ep2_match_girl.w2anims;bob-child;quest;;q704_fairytale_matchgirl_standing_idle;q704 fairytale matchgirl standing idle;273
dlc\bob\data\animations\animations\child\dialogs\ep2_match_girl.w2anims;bob-child;quest;;q704_fairytale_matchgirl_standing_turn90_left;q704 fairytale matchgirl standing turn90 left;120
dlc\bob\data\animations\animations\child\dialogs\ep2_match_girl.w2anims;bob-child;quest;;q704_fairytale_matchgirl_standing_turn90_right;q704 fairytale matchgirl standing turn90 right;150
dlc\bob\data\animations\animations\child\community\child_work.w2anims;bob-child;work;;child_catching_fish_loop_01;child catching fish loop 01;390
dlc\bob\data\animations\animations\child\community\child_work.w2anims;bob-child;work;;child_catching_fish_loop_02;child catching fish loop 02;444
dlc\bob\data\animations\animations\child\community\child_work.w2anims;bob-child;work;;child_catching_fish_start;child catching fish start;70
dlc\bob\data\animations\animations\child\community\child_work.w2anims;bob-child;work;;child_catching_fish_stop;child catching fish stop;150
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;child_crouching_scared_loop_recompress;child crouching scared loop recompress;126
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;child_crouching_scared_stop_recompress;child crouching scared stop recompress;100
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;child_inspect_loop_recompress;child inspect loop recompress;335
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;child_inspect_start_recompress;child inspect start recompress;180
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;child_inspect_stop_recompress;child inspect stop recompress;150
dlc\bob\data\animations\animations\child\community\child_work.w2anims;bob-child;work;;child_peeing_loop;child peeing loop;174
dlc\bob\data\animations\animations\child\community\child_work.w2anims;bob-child;work;;child_peeing_start;child peeing start;68
dlc\bob\data\animations\animations\child\community\child_work.w2anims;bob-child;work;;child_peeing_stop;child peeing stop;88
dlc\bob\data\animations\animations\child\community\child_work.w2anims;bob-child;work;;child_playing_flute_loop_01;child playing flute loop 01;760
dlc\bob\data\animations\animations\child\community\child_work.w2anims;bob-child;work;;child_playing_flute_loop_02;child playing flute loop 02;435
dlc\bob\data\animations\animations\child\community\child_work.w2anims;bob-child;work;;child_playing_flute_start;child playing flute start;115
dlc\bob\data\animations\animations\child\community\child_work.w2anims;bob-child;work;;child_playing_flute_stop;child playing flute stop;110
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;child_pointing_at_sth_loop_recompress;child pointing at sth loop recompress;180
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;child_pointing_at_sth_start_recompress;child pointing at sth start recompress;40
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;child_pointing_at_sth_stop_recompress;child pointing at sth stop recompress;50
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;kids_sit_fishing_loop_02_dialog_recompress;kids sit fishing loop 02 dialog recompress;108
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;kids_sit_fishing_loop_03_dialog_recompress;kids sit fishing loop 03 dialog recompress;139
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;push_left_recompress;push left recompress;45
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;q702_bootblack_at_left_boot_additive_look_down;q702 bootblack at left boot additive look down;239
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;q702_bootblack_at_left_boot_additive_look_up;q702 bootblack at left boot additive look up;239
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;q702_bootblack_at_right_boot_additive_look_down;q702 bootblack at right boot additive look down;210
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;q702_bootblack_at_right_boot_additive_look_up;q702 bootblack at right boot additive look up;210
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;q702_bootblack_standing_hold_cloth_gesture_catch_coin;q702 bootblack standing hold cloth gesture catch coin;179
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;q702_bootblack_standing_hold_cloth_gesture_invite_to_sit;q702 bootblack standing hold cloth gesture invite to sit;285
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;q702_bootblack_standing_hold_cloth_idle;q702 bootblack standing hold cloth idle;180
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;q702_bootblack_standing_hold_cloth_prepare_to_work_to_working_at_left_boot;q702 bootblack standing hold cloth prepare to work to working at left boot;264
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;q702_bootblack_working_at_left_boot_idle;q702 bootblack working at left boot idle;308
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;q702_bootblack_working_at_left_boot_look_up_idle;q702 bootblack working at left boot look up idle;188
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;q702_bootblack_working_at_left_boot_to_working_at_right_boot;q702 bootblack working at left boot to working at right boot;184
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;q702_bootblack_working_at_right_boot_idle;q702 bootblack working at right boot idle;220
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;q702_bootblack_working_at_right_boot_look_up_idle;q702 bootblack working at right boot look up idle;103
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;q704_boy_standing_looking_out_afraid_gesture_peek_out;q704 boy standing looking out afraid gesture peek out;97
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;q704_boy_standing_looking_out_afraid_idle;q704 boy standing looking out afraid idle;397
dlc\bob\data\animations\animations\child\dialogs\ep2_match_girl.w2anims;bob-child;work;;q704_fairytale_matchgirl_standing_gesture_disappointed_wave_off;q704 fairytale matchgirl standing gesture disappointed wave off;181
dlc\bob\data\animations\animations\child\dialogs\ep2_child_animations.w2anims;bob-child;work;;q704_low_standing_hold_doll_idle;q704 low standing hold doll idle;301
dlc\bob\data\animations\cutscenes\beauclair\q704_the_truth\cs704_sex_with_syanna\model\cs704_hood_simulation.w2anims;bob-cutscenes;;;cs704_sex_with_syanna;cs704 sex with syanna;2556
dlc\bob\data\animations\animations\special_npc\dialogue_items\q701_detlaff_hand.w2anims;bob-dialog items;detlaff;;q701_geralt_high_standing_pickup_detlaff_hand;q701 geralt high standing pickup detlaff hand;160
dlc\bob\data\animations\animations\special_npc\dialogue_items\q701_detlaff_hand.w2anims;bob-dialog items;detlaff;;q701_geralt_high_standing_with_detlaff_hand_examine_hand;q701 geralt high standing with detlaff hand examine hand;310
dlc\bob\data\animations\animations\special_npc\dialogue_items\q701_detlaff_hand.w2anims;bob-dialog items;detlaff;;q701_geralt_high_standing_with_detlaff_hand_idle;q701 geralt high standing with detlaff hand idle;500
dlc\bob\data\animations\animations\special_npc\dialogue_items\q701_detlaff_hand.w2anims;bob-dialog items;detlaff;;q702_hand_palm_down_idle;q702 hand palm down idle;30
dlc\bob\data\animations\animations\special_npc\dialogue_items\q701_detlaff_hand.w2anims;bob-dialog items;detlaff;;q702_hand_palm_up_gesture_twitch;q702 hand palm up gesture twitch;201
dlc\bob\data\animations\animations\special_npc\dialogue_items\q701_detlaff_hand.w2anims;bob-dialog items;detlaff;;q702_hand_palm_up_idle;q702 hand palm up idle;30
dlc\bob\data\animations\animations\special_npc\dialogue_items\q701_detlaff_hand.w2anims;bob-dialog items;detlaff;;q702_regis_high_standing_determined_gesture_examine_hand;q702 regis high standing determined gesture examine hand;1325
dlc\bob\data\animations\animations\special_npc\dialogue_items\q703_dettlaff_letter_animatons.w2anims;bob-dialog items;detlaff;;q703_geralt_high_standing_determined_show_wine_stained_paper_01;q703 geralt high standing determined show wine stained paper 01;195
dlc\bob\data\animations\animations\special_npc\dialogue_items\q703_dettlaff_letter_animatons.w2anims;bob-dialog items;detlaff;;q703_geralt_high_standing_determined_show_wine_stained_paper_02;q703 geralt high standing determined show wine stained paper 02;195
dlc\bob\data\animations\animations\special_npc\dialogue_items\q703_dettlaff_letter_animatons.w2anims;bob-dialog items;detlaff;;q703_geralt_high_standing_determined_show_wine_stained_paper_03;q703 geralt high standing determined show wine stained paper 03;195
dlc\bob\data\animations\animations\special_npc\dialogue_items\q703_dettlaff_letter_animatons.w2anims;bob-dialog items;detlaff;;q703_geralt_high_standing_determined_show_wine_stained_paper_04;q703 geralt high standing determined show wine stained paper 04;195
dlc\bob\data\animations\animations\special_npc\dialogue_items\q703_dettlaff_letter_animatons.w2anims;bob-dialog items;detlaff;;q703_sommelier_examining_wine_stained_paper;q703 sommelier examining wine stained paper;250
dlc\bob\data\animations\animations\special_npc\dialogue_items\q703_dettlaff_letter_animatons.w2anims;bob-dialog items;detlaff;;q703_sommelier_high_standing_happy_take_wine_stained_papers;q703 sommelier high standing happy take wine stained papers;255
dlc\bob\data\animations\animations\special_npc\dialogue_items\q703_dettlaff_letter_animatons.w2anims;bob-dialog items;detlaff;;q703_sommelier_holding_wine_stained_paper_idle;q703 sommelier holding wine stained paper idle;400
